Column1	Column2
@kevinoler	3
@kevmccarthy00	3
@kmtildsley	3
@krebiozen	3
@kylenabecker	3
@latimeralder	3
@laughchem	3
@lib_horror	3
@libsoftiktok	3
@lifeisfornow	3
@luvthmgators	3
@manteo44	3
@mario19795947	3
@matthew_rs	3
@maxsec	3
@mcfunny	3
@michaelpbreton	3
@mikechristie268	3
@mikej36	3
@mindedmusically	3
@mjbanias	3
@mmpadellan	3
@motnevobrev	3
@mpc_xetts	3
@nandor117	3
@nuhope2022	3
@opinion	3
@paulp1232	3
@pawley_robert	3
@provaxtexan	3
@rattata21216	3
@reacharoundu	3
@richykirsh	3
@roadstersmart9	3
@robdogthetopdog	3
@rospay15	3
@scalefree	3
@scottstocker4	3
@sly_sparkane	3
@stats_feed	3
@stephenHarper9	3
@swedishchf	3
@tactical2cat	3
@thefebuster	3
@thelauracoates	3
@think_or_swim	3
@timburchett	3
@tinyasura	3
@tomsirolimus	3
@umfpt	3
@vonderleyen	3
@watermole6	3
@xViolentStormz	3
@yorkshirenative	3
@zalisteggall	3
@1911NicoACP	2
@2021JustJen	2
@2_late_now_fool	2
@2ndchancerance	2
@3938905RCC	2
@452acpman	2
@5letters1man	2
@666RemoK	2
@6lennybravo	2
@770KTTH	2
@AB_MD_WarRoom	2
@ACTBrigitte	2
"@AOC"""	2
@AOC	2
@ARmastrangelo	2
@AboutMusicYT	2
@AdamKinzinger	2
@AlBowers1	2
@Amer1canKatana	2
@AngelaBelcamino	2
@AnnieLennox	2
@Apipwhisperer1	2
@AquinasTGoat	2
@AsennaWealth	2
@AskMeLaterOn	2
@AtlRey	2
@BBCBreaking	2
@BBCRadio2	2
@BMartinovski	2
@BYU	2
@BaxterPeterba	2
@BenFordhamLive	2
@Benhams_	2
@BernieSanders	2
@BillGates	2
@BillyM2k	2
@BillyMeredithMU	2
@BinFederation	2
@BlackKnight10k	2
@Blaine_G	2
@Bobgboro	2
@BouchellJohn	2
@BrandonJT79	2
@BrandonLive	2
@Breaking911	2
@BrexitFutureUK	2
@BurgerLab12	2
@BuyTJandEarl	2
@BuzzingPop	2
@CBSNews	2
@CDCgov	2
@CNNPR	2
"@CP24"""	2
@CWUnews	2
@CarloDCGT	2
@CarolineLucas	2
@CharlieJGardner	2
@ChloeBailey	2
@ChocMousseVIII	2
@Chr1s_not_a_bot	2
@Claesson_Kate	2
@ClovisAntifa	2
@Cobratate	2
@ConraddKonnrad	2
@CoryBooker	2
@CovidTorts	2
@DBBadTakePolice	2
@DCBMEP	2
@DGinCheshire	2
@DRRDynamics	2
@Dannyboy7293	2
@DarrenC07092136	2
@DarthFeodor	2
@DashDobrofsky	2
@David19531501	2
@DavidLimbaugh	2
@David_Vaporium	2
@DbbTom	2
@Deborah9731827	2
@DefSue3	2
@DiamondandSilk	2
@DimensioT	2
@DmytroKuleba	2
@DoesThisW0rk	2
@Dom_Perrottet	2
@DonutOperator	2
@DrDMurray1	2
@DryOldFox1	2
"@ENVIR490"""	2
@ESPNFC	2
@EU_Commission	2
@EirGrid	2
@EnitramStrebor	2
@EthelUnreddy	2
@EuOutta	2
@Europarl_EN	2
@FD2you	2
@FabrizioRomano	2
@FatEmperor	2
@Flash_news_ua	2
@FrTotleben	2
@Franklin_Graham	2
@Frenchg11623069	2
@Fritz_Espenlaub	2
@GOPChairwoman	2
@GadSaad	2
@GallantJeffry	2
@GaryGensler	2
@GavinNewsom	2
@GeneralTwattery	2
@GeoffBarton9	2
@Gigi69030829	2
@Goofymansmoo	2
@GovAbbott	2
@Greenpeace	2
@Grimnien	2
@HWick_Chris	2
@HalleBailey	2
@Havlentia	2
@HawaiiNewsNow	2
@HerschelWalker	2
@HoggcastM	2
@HomeWorldof	2
@HumanProgress	2
@HumphreyAdenya	2
@HuntersArtWork	2
@IamTybalt79	2
@IanGianni	2
@Iceman15428551	2
