Column1	Column2
@BlueDogsGuitar	2
@BradMossEsq	2
@BrianEntin	2
@BrutalistDude	2
@ByronDonalds	2
@CBCNews	2
@CDCDirector	2
@CHRISMcLACHLAN4	2
@CNBC	2
@CP24	2
@CalicoBlues	2
@CalltoActivism	2
@CannotBeJustMe	2
@CarmaLeeJensen1	2
@CharlieJGardner	2
@CheriJacobus	2
@ChrisNowinski1	2
@Cincyfan168	2
@ClimateDepot	2
@ClimateMediaCo1	2
@ClimateSciWatch	2
@ClimateSignals	2
@ClimateStrike	2
@ClimateTories	2
@ClimateWarrior7	2
@CloudAtlas_47	2
@Coltheman1	2
@CommonSenseASAP	2
@ConversationEDU	2
@CopaceticYR	2
@CrabbBrendan	2
@DAJensen07	2
@DNC	2
@DanProft	2
@DaveNic15298157	2
@DavidJollyFL	2
@DavidforZalm1	2
@DeSantisWarRoom	2
@DeanSHorak	2
@DeathMetalV	2
@DeborahDaly55	2
@DeclineEnjoyer	2
@Disney	2
@DisneyParks	2
@DomaiForeman	2
@DonnaRapado	2
@DoraResists	2
@DrHawken	2
@DrJamesOlsson	2
@DrPepperTexan	2
@EricBlake12	2
@EvanPrinciple	2
@EverettStern1	2
@FOX13News	2
@FSUnumeroUNO	2
@Finn_McCoo	2
@FlowerGirlSugar	2
"@GOP"""	2
@GOPLeader	2
@GOPNoMor	2
@Gameofcoins6	2
@GaryLineker	2
@Gato_Del_Luna	2
@GeorgeTakei	2
@GhostPanther	2
@GoBigEd	2
@GordinSuzie	2
@GregAbbott_TX	2
@GregFre30246984	2
@GuardMontana	2
@HNTurtledove	2
@Hamza_a96	2
@HazeyDaisey17	2
@HedgeMogul	2
@HillaryClinton	2
@HistoryInACan	2
@HoCStaffer	2
@Ih8MustyRavers	2
@IntelCrab	2
@IrishTimes	2
@IvaARogers	2
@JLopean	2
@JamesBradleyCA	2
@JamesMelville	2
@JamesTate121	2
@JasonBoyerWLOS	2
@JasonFox29	2
@JenSiebelNewsom	2
@JesseBWatters	2
@JimCantore	2
"@JoeBiden"""	2
@JoeConchaTV	2
@JohnFugelsang	2
@JoshShapiroPA	2
@JustMaxWilson	2
@KBR02093679	2
@KCPayTreeIt	2
@Kaplan_Project	2
@KatieGoldin	2
@KittyAbsurd	2
@Krys44014298	2
@KwasiKwarteng	2
@KyivIndependent	2
@KyleAnd19431117	2
@LBC	2
@LPNational	2
@Lauratobin1	2
@LisaCoughy	2
@Lngwca11	2
@LouiseS17989685	2
@LovecleFrank	2
@MRobertsQLD	2
"@MSNBC"""	2
@MTColemanJr	2
@Maddog_12	2
@MalcolmNance	2
@ManDaveJobGood	2
@MariannaBene	2
@MaxJHuber	2
@MaxwellFrostFL	2
@MayoIsSpicyy	2
@MendigoFelizVoa	2
@MetalDad_666	2
@MiftahIsmail	2
@MikeHudema	2
@Mrbandot1	2
@MumClimate	2
@MysterySolvent	2
@NABARDOnline	2
"@NBCNews"""	2
@NIJISANJI_World	2
@Nature	2
@NavychickJenn	2
@NickKnudsenUS	2
@NicolaSturgeon	2
@Noone86595893	2
@Not_El_Duderino	2
@OGCrimsonJester	2
@OfficialGYBKogi	2
@Oladapomikky1	2
@OnOffSwtch	2
@PalmerReport	2
@PapiTrumpo	2
@PeterDeGiglio	2
@PhilosophyKing3	2
@PoliticusSarah	2
@PrestonPysh	2
@ProseyPolymath	2
@QuincyRashard	2
@RDFAN49	2
@RJG7913	2
@RJStadium	2
@RT_com	2
@RachelReevesMP	2
@RachelleRoyse	2
@RageSheen	2
@RealBabri	2
@Rebecca74083947	2
@RepDavidEPrice	2
@RepValDemings	2
@RichmondWalls1	2
@Ronigirl29	2
@RpsAgainstTrump	2
@SIRIUSXM	2
@SXMPOTUS	2
@SaeWott	2
@SaftyInNumbers	2
@ScienceMagazine	2
@Scotch_Rox	2
@ScottAdamsSays	2
@ScottMStedman	2
@SeanFraserMP	2
@SeanWalsh03	2
@SenRickScott	2
@SenWarren	2
@SephyGG	2
@SheepOnDrugz	2
@Sinfulskin2	2
@SisterH15	2
@Smurf33507371	2
@StPeteArtisan	2
@StrmchsrHunterF	2
@Sunnipulse786	2
@Suzanne39801264	2
@Telekon1980	2
@TeviTroy	2
@ThatDisneyBoi	2
@TheJusticeDept	2
@TheUSFWizard	2
@TomWhatsoeverB	2
@TorontoStar	2
@TrueEager	2
@TullimonstrumC	2
@UCBearcatUC	2
@UberFacts	2
@VickyDege	2
@VitalSunrise	2
@VolunteerFla	2
@WCKitchen	2
@WDWNT	2
@WHCOS	2
@WSJ	2
@WUTangKids	2
@WallStreetQuee2	2
@WeatherProf	2
@WeirdBill69	2
@Xx17965797N	2
@ZekeGary2	2
@_mariahxoxox	2
@agraybee	2
@algore	2
@amyklobuchar	2
@antonioguterres	2
@ariccio	2
@avgjoe129	2
@belfast2la	2
@bigdave2022	2
@bjames280961	2
@blarrem_22	2
@blueicats	2
@bnorcross	2
@brendan_galway	2
@brikeilarcnn	2
@business	2
@catturd2	2
@chrisdolcewx	2
@citizensclimate	2
@clairecmc	2
@climatesolution	2
@climatestrat	2
@cmacdonaldphd	2
@conniedocekal2	2
@constructx	2
@countrycaravan	2
@danielt10439873	2
@dbongino	2
@djrothkopf	2
@djslybri	2
@edgarrmcgregor	2
@eriuvation	2
@eroston	2
@exposome	2
@farawaydeployed	2
@foxweather	2
@fred_guttenberg	2
@funder	2
@glennbeck	2
@goatman7rings	2
@haleychising	2
@hardmaru	2
@highbrow_nobrow	2
@hodgetwins	2
@hole_ghost	2
@icao	2
@icarindia	2
@itsReal777	2
@jasonselvig	2
@jayanti79121933	2
@jedipatriot325	2
@jetfoto	2
@jirkyrick	2
@joebud123	2
@johnrich	2
@jokerbobby	2
@jordanbpeterson	2
@jswriter65	2
@katystoll	2
@kellydukes97	2
@kennardmatt	2
@kevincandrum311	2
@ksjones2013	2
@kylagaler	2
@liberal_party	2
@librarycongress	2
@lizzo	2
@lumpen_princess	2
@martyrmade	2
@mayaj1973	2
@mckra1g	2
@merry123459	2
@minniemouse297	2
@mirandadevine	2
@mjs_DC	2
@mjsisko	2
@moby_okolie	2
@more_air_a	2
@mrddmia	2
@mrsorokaa	2
@murti_bing	2
@nbc6	2
@nicolerue2	2
@nofaithinhuman5	2
@nojaydenx	2
@nolikeybake	2
@notjoobs	2
@onaji4god	2
@owillis	2
@paulajean2020	2
@philwilley	2
@podcastmiller	2
@potus	2
@rhonda_harbison	2
@rosemarie_falk	2
@rubensilvarocha	2
@samiamnurnot	2
@sara_hagarty	2
@sasswashere	2
@scontorno	2
@stephenNL709	2
@stet_dot_net	2
@stormrobinson	2
@strangerous10	2
@svdate	2
@terryandrob	2
@that_denver	2
@thebigfatplan	2
@thefive	2
@thevivafrei	2
@think4urself926	2
@thisisinsider	2
@truthhurts_the	2
@unusual_whales	2
@visegrad24	2
@vixozas	2
@vp	2
@vrbo	2
@weatherbryan	2
@wookietim	2
@xr_cambridge	2
@ychesh15	2
@$$	1
@04pistons1	1
@0nikaB	1
@0wlGhost	1
@10DowningStreet	1
@10TampaBay	1
@10kClimate	1
@11bCombatvet	1
@1227Cheryl	1
@16bitnostalgia	1
@1968bonner	1
@1MikeMorris	1
@1stclassasshole	1
@2020hindsight8	1
@20dumpsterfire	1
@2dlex	1
@2shotz_Ssg	1
@3YearLetterman	1
@3ferDale	1
@45WillBeBack12	1
@4OluwatobiDavid	1
@4SmallFries	1
@4cryineye	1
@4tvCZ4xJuj3khVe	1
@602Larry	1
@61Mudu	1
@65pjc	1
@6to12elbow	1
@8kylebuschfan	1
@901Lulu	1
@933KWTO	1
"@9months!"""	1
@A320Lga	1
@ABC7Jeff	1
@ABarbashin	1
@AC360	1
@ACLUVA	1
@AGW_Emergency	1
@AMCgrannyApe	1
@APHClarkson	1
@APLMom	1
@AS_Ahmadu	1
@ATT	1
"@AUThackeray"""	1
@AYSSPORTS	1
@AZmilitary1	1
@A_G_Hawkins	1
@AaronBHolder1	1
@AaronCanady	1
@AbbieJensen15	1
@Abbieamerican	1
@Abidsuleri	1
"@AbrahmL."""	1
@Acelamerican	1
@Acyn	1
@AdamRogers2030	1
@AdamSchefter	1
@AdamWeinstein	1
@Adam_Creighton	1
@AdemetraAnuka	1
@AdyReplies	1
@Aejlex	1
@AerLingus	1
@Africa_Archives	1
@AfterburnLOx	1
@AimalWali	1
@AirRelssek	1
@AlanRMacLeod	1
@AlbertaLeonidas	1
@AlboMP?	1
@AlchemistJijo	1
@AlexEpstein	1
@Alf954	1
@Alish_fime	1
@AlokSharma_RDG	1
@Alpha3500	1
@AmandaG76575177	1
@AmeraucanaLover	1
@AmericaFightHim	1
@AmericanAir	1
@AmosBurton16	1
@AmyM53616005	1
@AmyMek	1
@AnTaisce	1
@AndrewBorn1968	1
@AndrewNickers19	1
@AndrewRomeyn	1
@AndrewYang	1
@Andrew_Parsons1	1
@Andrews60David	1
@AndyLoiyd	1
@AngelaBelcamino	1
@AngelaDTaylor	1
@AngeliGabriel	1
@AngeloDawkins	1
@AngieFrost21	1
@AngryLeft2024	1
@AngryLi0n1	1
@AnitaAnandMP	1
@AnjaBaldwin8	1
@AnjaliApp	1
@AnnLesbyPhD	1
@AnnieBNow	1
@AnnieGranny8246	1
@Ant22760437	1
@Ant4316	1
@AntonBoym	1
@Anvndarnamn5	1
@ArashMadani	1
@Arbitrarymagi	1
@AreYouDerp	1
@AresRound3	1
@AristotleMrs	1
@Arkypatriot	1
@ArleneBynonShow	1
@ArtsyStyle23	1
@AshIsHereForIt	1
@Asher_Wolf	1
@AstorAaron	1
@AstroSky15	1
@Asweetdiversion	1
@Atticus59914029	1
@AurelianofRome	1
@AuroraBlogspot	1
@AusOpinion	1
@AusTodayListnr	1
@AutisticHODL	1
@AysLondonFans1	1
@AzJack65	1
@Azula163	1
@Azumarill5	1
@BANGoRANGo420	1
@BBCOne	1
@BBCRealityCheck	1
@BDGarp	1
@BJChippindale	1
@BLKMDL3	1
@BMcNoldy	1
@BMooreCreativ	1
@BN9	1
@BTS_twt	1
@B_Rad_Lo	1
@B_radgates	1
@BabiesFree	1
@BadKarma156	1
@Badams820	1
@BallouxFrancois	1
@Barahona_AX	1
@Barbara35980709	1
@Barbarajdurkin	1
@BarryRudd	1
@Barusutifa	1
@BassistOld	1
@BastaGal	1
@Bazthebemused	1
@Bdub9829	1
@BeaglesResist	1
@BeattieNgiare	1
@BeauTFC	1
@BeckyNKOTB	1
@BeckyQuick	1
@BedrosBedrossi4	1
@BeemoreKj	1
@Beggy97	1
@BelindaJones68	1
@BenABailey	1
@BenGoldsmith	1
@BenInthespace	1
@Bencjacobs	1
@Bengals	1
@Berlidge	1
@BernieSpofforth	1
@BethRigby	1
@BetsyFluellen	1
@Beyonce	1
@BiancaVIPVegas	1
@BickRandy	1
@BidenTracking	1
@BigIrishDude	1
@BigLed75	1
@BigOilerFan	1
@BigSpotted	1
@Big_City_Tesla	1
@BillBishopKHOU	1
@BillBlair	1
@BillIsbard	1
@BillNye	1
@BiodCon_ie	1
@BirdingPeepWx	1
@BlackRock	1
@Blackferah-	1
@BlarneyMcSavage	1
@BlkLilHart	1
@Blklivesmatter	1
@BluebirdBlvd	1
@BobL07617725	1
@BobbyGrannie	1
@Bobthecarp1	1
@BointonGiles	1
@BonaireVolt	1
@Bos77	1
@BowTiedSkiBum	1
@Bowenchris	1
@BoxNews11	1
@BradSchrag	1
@Brain_flow_free	1
@BrandonCopicWx	1
@BrandonLBradfor	1
@BrandonR37	1
@BrandonRoss1996	1
@BrandonThurston	1
@BrandtRobinson	1
@Braveheart_USA	1
@BravesGators	1
@BreadandPuppets	1
@BreakfastNews	1
@BreezyBrianOKC	1
@BreitbartNews	1
@BretBaier	1
@BrettKollmann	1
@BrianTu85458331	1
@BrincoBrinco	1
@BrinsonEb	1
@Brittanirussel8	1
@BrittanyLynne	1
@BrokenTwitty	1
@BrowardDSA	1
@BruinJustine	1
@BryanDawsonUSA	1
@BryanLaRose19	1
@BryceSpaceTech	1
@BubblesMcGee69	1
@BuckSexton	1
@BuddhainNirvana	1
@Bundeskanzler	1
@ByronBergren	1
@CBSEveningNews	1
@CBSMornings	1
@CCSoludo	1
@CCeaough	1
@CDI_America	1
@CJstillyoung	1
@CLR78253	1
@CML_Texas	1
@CM_7505	1
@COP26	1
@COP27P	1
@CORE_EU_H2020	1
@CPhilpOfficial	1
@CSteven	1
@CTVCalgary	1
@CWBOCA	1
@C_Wallob	1
@CabaiPanas	1
@CailinasEirinn	1
@CaldronPool	1
@CamoSquid21	1
@CanadaChrisPy	1
@CanadianForces	1
@CanadianSence	1
@CanadianSuccess	1
@CanuckCognizant	1
@CapaTosta122	1
@CapeCoral	1
@CapitolPolice	1
@Capn_Canuck	1
@CaptDee1	1
@CarlWorsham	1
@Carolineswhite3	1
@CarrsPEI	1
@CaseyDeSantis_	1
@Casey__Jones2	1
@CasuallyGreg	1
@CatEyes07666	1
@CatLady70663590	1
@CathNoakes	1
@CathyGoodman4	1
@Cbrizzle346	1
@Ceist8	1
@Ceridwyn2	1
@Cernovich	1
@Cerulea78083156	1
@ChadAceTyler7	1
@ChadBlue83	1
@ChahalGeorge	1
@ChalisePesh	1
@ChallaGranbell5	1
@ChanakyaFull	1
@Charles85975828	1
@CharlieShrem	1
@Chasin_grease	1
@CherryDongerino	1
@ChicagoDOT	1
@Chicken__Queen	1
@ChiefsNana	1
@ChimarokeNamani	1
@Chknofthewoods	1
@Chraur1	1
@ChrisBBacon3	1
@ChrisCoble	1
@ChrisMc73045865	1
@Chrisnorum	1
@Chrissybangban1	1
@Christi42365101	1
@Christi63590571	1
@ChristianM_28	1
@ChristineB143	1
@Christinethequ2	1
@ChristoSilvia	1
@ChuckBell4	1
@ChuckCallesto	1
@ChuckCjmmn	1
@ChurenceRogers	1
@Cindyfofindy1	1
@CityServeHQ	1
@CityofAtlanta	1
@CityofTampa	1
@CityofVeniceFL	1
@CivilWhite	1
@Ckatoshi	1
@ClaudiaJNg	1
@ClayTravis	1
@ClemMan0808	1
@CleverNdHonest	1
@Cliff_Wolf	1
@Clim8Uncensored	1
@ClimateCentral	1
@ClimateChangePK	1
@ClimateChangeUS	1
@ClimateCommNZ	1
@ClimateComms	1
@ClimateDisaste2	1
@ClimateDisaster	1
@ClimateLitigate	1
@ClimateSkeptic4	1
@ClimateVikki	1
@Climate_Pete	1
@Climatehope2	1
@CliveScott18	1
@CllrAlexCatt	1
@Cmarianirosa	1
@CmonitsMiki	1
@CoachD2hoops	1
@CoachFredStarz	1
@ColaCity1	1
@ColbyBadhwar	1
@Coleens_	1
@ColludewithUs	1
@CommodityHater	1
@CommonS20395455	1
@ComradeDoom1	1
@CongratsElon22	1
@ConnectingODots	1
@Conservatives	1
@ConsultAurora	1
@Control_Group_V	1
@Convict025	1
@CoolSportsGuyJr	1
@CorkySwift2	1
@CorruptedLiars	1
@Cosmic_Lion	1
@CourtneyRauTV looked	1
@CovfefeMichael1	1
@CraigLiddell58	1
@Cravenamorehead	1
@CrestanSMF	1
@Cristin04472466	1
@Crusader75	1
@CryptidPolitics	1
